data transacao;data pagamento prevista;data pagamento;numero unico;nsu;cnpj;adquirente;bandeira;natureza;valor bruto;valor liquido;mdr;mdr adquirente;resultado;total parcelas;numero parcela;antecipada
2020-08-28;2020-09-27;2020-09-27;d9fe3a53-1400-11eb-b1ca-3cf0113c8263;"=""143521911349825""";6916;Rede;Mastercard;credito;747,7;732,82;14,88;6,73;8,15;0;1;0
2020-09-24;2020-09-25;2020-09-25;d9fe3a55-1400-11eb-8358-3cf0113c8263;"=""702884348674622""";9369;Global;Visa;debito;579,88;574,08;5,8;2,9;2,9;0;1;0
2020-07-22;2020-08-21;2020-08-21;d9fe4dd2-1400-11eb-8589-3cf0113c8263;"=""973623817547255""";8280;Global;Mastercard;credito;1,18;1,16;0,02;0,01;0,01;0;1;0
2020-10-13;2020-11-12;2020-10-13;d9fe4dd6-1400-11eb-bc85-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;1;1
2020-10-13;2020-12-12;2020-10-13;d9fe4dd8-1400-11eb-b50f-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;2;1
2020-10-13;2021-01-11;2020-10-13;d9fe4dda-1400-11eb-984b-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;3;1
2020-10-13;2021-02-10;2020-10-13;d9fe4ddc-1400-11eb-b2e8-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;4;1
2020-10-13;2021-03-12;2020-10-13;d9fe4dde-1400-11eb-a907-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;5;1
2020-10-13;2021-04-11;2020-10-13;d9fe4de0-1400-11eb-b9ac-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;6;1
2020-10-13;2021-05-11;2020-10-13;d9fe4de2-1400-11eb-8952-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;7;1
2020-10-13;2021-06-10;2020-10-13;d9fe4de4-1400-11eb-b680-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;8;1
2020-10-13;2021-07-10;2020-10-13;d9fe4de6-1400-11eb-9ad4-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;9;1
2020-10-13;2021-08-09;2020-10-13;d9fe4de8-1400-11eb-be0e-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;10;1
2020-10-13;2021-09-08;2020-10-13;d9fe4dea-1400-11eb-b06e-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;11;1
2020-10-13;2021-10-08;2020-10-13;d9fe4dec-1400-11eb-a5af-3cf0113c8263;"=""189372540716182""";8020;Global;Visa;parcelado;282,33;274,74;7,59;5,62;1,97;12;12;1
2020-08-17;2020-09-16;2020-09-16;d9fe615d-1400-11eb-aa74-3cf0113c8263;"=""989114340327228""";1557;Global;Hiper;credito;328,24;321,71;6,53;2,95;3,58;0;1;0
2020-05-11;2020-06-10;2020-06-10;d9fe6161-1400-11eb-8620-3cf0113c8263;"=""472185334914519""";4502;Global;Hiper;parcelado;32,81;32,03;0,78;0,58;0,2;5;1;0
2020-05-11;2020-07-10;2020-07-10;d9fe6163-1400-11eb-a98c-3cf0113c8263;"=""472185334914519""";4502;Global;Hiper;parcelado;32,81;32,03;0,78;0,58;0,2;5;2;0
2020-05-11;2020-08-09;2020-08-09;d9fe6165-1400-11eb-9611-3cf0113c8263;"=""472185334914519""";4502;Global;Hiper;parcelado;32,81;32,03;0,78;0,58;0,2;5;3;0
2020-05-11;2020-09-08;2020-09-08;d9fe6167-1400-11eb-aeed-3cf0113c8263;"=""472185334914519""";4502;Global;Hiper;parcelado;32,81;32,03;0,78;0,58;0,2;5;4;0
2020-05-11;2020-10-08;2020-10-08;d9fe6169-1400-11eb-876c-3cf0113c8263;"=""472185334914519""";4502;Global;Hiper;parcelado;32,81;32,03;0,78;0,58;0,2;5;5;0
2020-05-04;2020-06-03;2020-06-03;d9fe7506-1400-11eb-939d-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;1;0
2020-05-04;2020-07-03;2020-07-03;d9fe7508-1400-11eb-a67d-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;2;0
2020-05-04;2020-08-02;2020-08-02;d9fe750a-1400-11eb-9332-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;3;0
2020-05-04;2020-09-01;2020-09-01;d9fe750c-1400-11eb-a579-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;4;0
2020-05-04;2020-10-01;2020-10-01;d9fe750e-1400-11eb-88c9-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;5;0
2020-05-04;2020-10-31;;d9fe7510-1400-11eb-b653-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;6;0
2020-05-04;2020-11-30;;d9fe7512-1400-11eb-90a3-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;7;0
2020-05-04;2020-12-30;;d9fe7514-1400-11eb-9fc2-3cf0113c8263;"=""713963641121872""";4291;Rede;Hiper;parcelado;740,1;720,19;19,91;14,73;5,18;8;8;0
2020-07-25;2020-07-26;2020-07-26;d9fe7516-1400-11eb-a858-3cf0113c8263;"=""359523071786937""";2936;Global;Mastercard;debito;175,63;173,87;1,76;0,88;0,88;0;1;0
2020-09-09;2020-10-09;2020-10-09;d9fe7518-1400-11eb-8dab-3cf0113c8263;"=""383769193489916""";698;Global;Mastercard;credito;818,77;802,48;16,29;7,37;8,92;0;1;0
2020-05-25;2020-05-26;2020-05-26;d9fe8866-1400-11eb-a64a-3cf0113c8263;"=""774217291026942""";517;Rede;Elo;debito;607,79;601,71;6,08;3,04;3,04;0;1;0
2020-10-19;2020-11-18;2020-10-19;d9fe886a-1400-11eb-98f8-3cf0113c8263;"=""558914866825385""";7862;Rede;Elo;parcelado;782,76;764,05;18,71;13,78;4,93;2;1;1
2020-10-19;2020-12-18;2020-10-19;d9fe886c-1400-11eb-a03a-3cf0113c8263;"=""558914866825385""";7862;Rede;Elo;parcelado;782,76;764,05;18,71;13,78;4,93;2;2;1
2019-10-29;2019-10-30;2019-10-30;d9fe886e-1400-11eb-9e92-3cf0113c8263;"=""524202220021165""";7026;Global;Visa;debito;258,08;255,5;2,58;1,29;1,29;0;1;0
2020-06-22;2020-07-22;2020-07-22;d9fe9c09-1400-11eb-9e68-3cf0113c8263;"=""991542519313942""";2526;Global;Elo;credito;262,66;257,43;5,23;2,36;2,87;0;1;0
2020-04-16;2020-04-17;2020-04-17;d9fe9c0b-1400-11eb-a520-3cf0113c8263;"=""652896183016724""";4109;Global;Hiper;debito;739,36;731,97;7,39;3,7;3,69;0;1;0
2020-10-11;2020-10-12;2020-10-12;d9fe9c0d-1400-11eb-8271-3cf0113c8263;"=""856926833766814""";3325;Global;Elo;debito;739,04;731,65;7,39;3,7;3,69;0;1;0
2020-07-29;2020-08-28;2020-08-28;d9feaf93-1400-11eb-8c9c-3cf0113c8263;"=""9438543354842""";8074;Global;Hiper;parcelado;562,6;549,15;13,45;9,9;3,55;6;1;0
2020-07-29;2020-09-27;2020-09-27;d9feaf95-1400-11eb-bfd1-3cf0113c8263;"=""9438543354842""";8074;Global;Hiper;parcelado;562,6;549,15;13,45;9,9;3,55;6;2;0
2020-07-29;2020-10-27;;d9feaf97-1400-11eb-b12c-3cf0113c8263;"=""9438543354842""";8074;Global;Hiper;parcelado;562,6;549,15;13,45;9,9;3,55;6;3;0
2020-07-29;2020-11-26;;d9feaf99-1400-11eb-a76c-3cf0113c8263;"=""9438543354842""";8074;Global;Hiper;parcelado;562,6;549,15;13,45;9,9;3,55;6;4;0
2020-07-29;2020-12-26;;d9feaf9b-1400-11eb-ab2a-3cf0113c8263;"=""9438543354842""";8074;Global;Hiper;parcelado;562,6;549,15;13,45;9,9;3,55;6;5;0
2020-07-29;2021-01-25;;d9feaf9d-1400-11eb-b199-3cf0113c8263;"=""9438543354842""";8074;Global;Hiper;parcelado;562,6;549,15;13,45;9,9;3,55;6;6;0
2020-09-26;2020-10-26;;d9feaf9f-1400-11eb-902d-3cf0113c8263;"=""252507795799928""";409;Global;Hiper;credito;440,08;431,32;8,76;3,96;4,8;0;1;0
2020-08-29;2020-08-30;2020-08-30;d9feafa1-1400-11eb-a185-3cf0113c8263;"=""178706615642372""";7212;Rede;Hiper;debito;503,43;498,4;5,03;2,52;2,51;0;1;0
2020-03-01;2020-03-31;2020-03-01;d9fec301-1400-11eb-b405-3cf0113c8263;"=""68874828667937""";4322;Global;Mastercard;parcelado;314,16;306,65;7,51;5,53;1,98;5;1;1
2020-03-01;2020-04-30;2020-03-01;d9fec303-1400-11eb-bab5-3cf0113c8263;"=""68874828667937""";4322;Global;Mastercard;parcelado;314,16;306,65;7,51;5,53;1,98;5;2;1
2020-03-01;2020-05-30;2020-03-01;d9fec305-1400-11eb-8db6-3cf0113c8263;"=""68874828667937""";4322;Global;Mastercard;parcelado;314,16;306,65;7,51;5,53;1,98;5;3;1
2020-03-01;2020-06-29;2020-03-01;d9fec307-1400-11eb-bbd1-3cf0113c8263;"=""68874828667937""";4322;Global;Mastercard;parcelado;314,16;306,65;7,51;5,53;1,98;5;4;1
2020-03-01;2020-07-29;2020-03-01;d9fec309-1400-11eb-b1b8-3cf0113c8263;"=""68874828667937""";4322;Global;Mastercard;parcelado;314,16;306,65;7,51;5,53;1,98;5;5;1
2020-10-01;2020-10-31;;d9fec30b-1400-11eb-aa09-3cf0113c8263;"=""2650168024536""";8022;Global;Mastercard;credito;142,8;139,96;2,84;1,29;1,55;0;1;0
2020-09-10;2020-09-11;2020-09-11;d9fec30d-1400-11eb-9be6-3cf0113c8263;"=""116104064447759""";2139;Global;Mastercard;debito;337,13;333,76;3,37;1,69;1,68;0;1;0
2020-05-12;2020-06-11;2020-06-11;d9fed699-1400-11eb-b9b2-3cf0113c8263;"=""871624141577037""";5984;Rede;Elo;credito;414,51;406,26;8,25;3,73;4,52;0;1;0
2020-06-29;2020-07-29;2020-07-29;d9fed69b-1400-11eb-a218-3cf0113c8263;"=""647415761588736""";8074;Global;Elo;credito;829,26;812,76;16,5;7,46;9,04;0;1;0
2020-07-08;2020-07-09;2020-07-09;d9fed69d-1400-11eb-b5c2-3cf0113c8263;"=""189376194643185""";5945;Global;Hiper;debito;251,2;248,69;2,51;1,26;1,25;0;1;0
2020-03-02;2020-04-01;2020-03-02;d9fed6a1-1400-11eb-a0fc-3cf0113c8263;"=""661712123013700""";8793;Global;Hiper;parcelado;178,11;173,85;4,26;3,13;1,13;5;1;1
2020-03-02;2020-05-01;2020-03-02;d9feea1c-1400-11eb-a5c2-3cf0113c8263;"=""661712123013700""";8793;Global;Hiper;parcelado;178,11;173,85;4,26;3,13;1,13;5;2;1
2020-03-02;2020-05-31;2020-03-02;d9feea1e-1400-11eb-906e-3cf0113c8263;"=""661712123013700""";8793;Global;Hiper;parcelado;178,11;173,85;4,26;3,13;1,13;5;3;1
2020-03-02;2020-06-30;2020-03-02;d9feea20-1400-11eb-9032-3cf0113c8263;"=""661712123013700""";8793;Global;Hiper;parcelado;178,11;173,85;4,26;3,13;1,13;5;4;1
2020-03-02;2020-07-30;2020-03-02;d9feea22-1400-11eb-b6ad-3cf0113c8263;"=""661712123013700""";8793;Global;Hiper;parcelado;178,11;173,85;4,26;3,13;1,13;5;5;1
2020-10-21;2020-10-22;;d9feea24-1400-11eb-83ad-3cf0113c8263;"=""878269449816287""";1842;Global;Hiper;debito;317,42;314,25;3,17;1,59;1,58;0;1;0
2020-06-20;2020-07-20;2020-07-20;d9feea26-1400-11eb-b50d-3cf0113c8263;"=""254512325074108""";2605;Global;Mastercard;credito;730,67;716,13;14,54;6,58;7,96;0;1;0
2020-09-27;2020-10-27;2020-09-27;d9fefda0-1400-11eb-a61e-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;1;1
2020-09-27;2020-11-26;2020-09-27;d9fefda2-1400-11eb-8b59-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;2;1
2020-09-27;2020-12-26;2020-09-27;d9fefda4-1400-11eb-b520-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;3;1
2020-09-27;2021-01-25;2020-09-27;d9fefda6-1400-11eb-932b-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;4;1
2020-09-27;2021-02-24;2020-09-27;d9fefda8-1400-11eb-957a-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;5;1
2020-09-27;2021-03-26;2020-09-27;d9fefdaa-1400-11eb-99e9-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;6;1
2020-09-27;2021-04-25;2020-09-27;d9fefdac-1400-11eb-a179-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;7;1
2020-09-27;2021-05-25;2020-09-27;d9fefdae-1400-11eb-bbaf-3cf0113c8263;"=""985461269852258""";7599;Global;Visa;parcelado;723,18;703,73;19,45;14,39;5,06;8;8;1
2020-10-01;2020-10-31;;d9fefdb0-1400-11eb-8f31-3cf0113c8263;"=""806271330937872""";1340;Rede;Hiper;credito;865,51;848,29;17,22;7,79;9,43;0;1;0
2020-10-03;2020-11-02;;d9fefdb2-1400-11eb-9503-3cf0113c8263;"=""452658313923882""";6613;Global;Visa;credito;844,92;828,11;16,81;7,6;9,21;0;1;0
2020-04-24;2020-05-24;2020-04-24;d9ff1072-1400-11eb-bc15-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;1;1
2020-04-24;2020-06-23;2020-04-24;d9ff1074-1400-11eb-a97c-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;2;1
2020-04-24;2020-07-23;2020-04-24;d9ff1076-1400-11eb-b3e2-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;3;1
2020-04-24;2020-08-22;2020-04-24;d9ff1078-1400-11eb-82e3-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;4;1
2020-04-24;2020-09-21;2020-04-24;d9ff107a-1400-11eb-91e1-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;5;1
2020-04-24;2020-10-21;2020-04-24;d9ff107c-1400-11eb-9776-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;6;1
2020-04-24;2020-11-20;2020-04-24;d9ff107e-1400-11eb-abd3-3cf0113c8263;"=""895709741860748""";1487;Global;Elo;parcelado;816,38;794,42;21,96;16,25;5,71;7;7;1
2020-05-13;2020-06-12;2020-06-12;d9ff1080-1400-11eb-94d8-3cf0113c8263;"=""239846647030645""";3787;Rede;Elo;credito;444,12;435,28;8,84;4,0;4,84;0;1;0
2020-07-07;2020-08-06;2020-08-06;d9ff23f2-1400-11eb-b4cf-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;1;0
2020-07-07;2020-09-05;2020-09-05;d9ff23f4-1400-11eb-9e2f-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;2;0
2020-07-07;2020-10-05;2020-10-05;d9ff23f6-1400-11eb-a2f1-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;3;0
2020-07-07;2020-11-04;;d9ff23f8-1400-11eb-aad9-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;4;0
2020-07-07;2020-12-04;;d9ff23fa-1400-11eb-9cbf-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;5;0
2020-07-07;2021-01-03;;d9ff23fc-1400-11eb-bfa6-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;6;0
2020-07-07;2021-02-02;;d9ff23fe-1400-11eb-9e48-3cf0113c8263;"=""185612712632046""";8965;Global;Elo;parcelado;881,43;857,72;23,71;17,54;6,17;7;7;0
2020-09-06;2020-10-06;2020-10-06;d9ff2400-1400-11eb-aaa2-3cf0113c8263;"=""36382397963388""";2952;Global;Mastercard;credito;319,56;313,2;6,36;2,88;3,48;0;1;0
2020-07-25;2020-07-26;2020-07-26;d9ff2402-1400-11eb-acf3-3cf0113c8263;"=""702657459381303""";9220;Global;Hiper;debito;622,43;616,21;6,22;3,11;3,11;0;1;0
2020-08-17;2020-09-16;2020-09-16;d9ff3833-1400-11eb-a94d-3cf0113c8263;"=""95624976894414""";7894;Rede;Mastercard;credito;575,02;563,58;11,44;5,18;6,26;0;1;0
2020-08-28;2020-09-27;2020-09-27;d9ff3835-1400-11eb-947a-3cf0113c8263;"=""418728848926400""";1027;Rede;Visa;credito;916,46;898,22;18,24;8,25;9,99;0;1;0
2020-10-20;2020-11-19;2020-10-20;d9ff3839-1400-11eb-89d5-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;1;1
2020-10-20;2020-12-19;2020-10-20;d9ff383b-1400-11eb-89ae-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;2;1
2020-10-20;2021-01-18;2020-10-20;d9ff383d-1400-11eb-8389-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;3;1
2020-10-20;2021-02-17;2020-10-20;d9ff4bce-1400-11eb-b9cc-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;4;1
2020-10-20;2021-03-19;2020-10-20;d9ff4bd0-1400-11eb-a8d2-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;5;1
2020-10-20;2021-04-18;2020-10-20;d9ff4bd2-1400-11eb-b814-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;6;1
2020-10-20;2021-05-18;2020-10-20;d9ff4bd4-1400-11eb-a6e8-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;7;1
2020-10-20;2021-06-17;2020-10-20;d9ff4bd6-1400-11eb-b0bd-3cf0113c8263;"=""284995239895335""";649;Rede;Mastercard;parcelado;907,57;883,16;24,41;18,06;6,35;8;8;1
2020-08-02;2020-08-03;2020-08-03;d9ff4bd8-1400-11eb-811e-3cf0113c8263;"=""93117687884378""";2118;Global;Hiper;debito;795,57;787,61;7,96;3,98;3,98;0;1;0
2020-07-11;2020-07-12;2020-07-12;d9ff4bda-1400-11eb-acf5-3cf0113c8263;"=""358946868340893""";7269;Global;Hiper;debito;952,51;942,98;9,53;4,76;4,77;0;1;0
2020-03-21;2020-04-20;2020-04-20;d9ff4bdc-1400-11eb-8400-3cf0113c8263;"=""996614016153843""";7021;Rede;Elo;credito;194,21;190,35;3,86;1,75;2,11;0;1;0
2020-04-03;2020-05-03;2020-05-03;d9ff5f5f-1400-11eb-a196-3cf0113c8263;"=""673542247177972""";3030;Global;Elo;credito;959,31;940,22;19,09;8,63;10,46;0;1;0
2020-09-15;2020-10-15;2020-09-15;d9ff5f63-1400-11eb-b7d8-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;1;1
2020-09-15;2020-11-14;2020-09-15;d9ff5f65-1400-11eb-8c57-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;2;1
2020-09-15;2020-12-14;2020-09-15;d9ff5f67-1400-11eb-9f5b-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;3;1
2020-09-15;2021-01-13;2020-09-15;d9ff5f69-1400-11eb-8bb9-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;4;1
2020-09-15;2021-02-12;2020-09-15;d9ff5f6b-1400-11eb-b9a0-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;5;1
2020-09-15;2021-03-14;2020-09-15;d9ff5f6d-1400-11eb-96be-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;6;1
2020-09-15;2021-04-13;2020-09-15;d9ff5f6f-1400-11eb-bb1c-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;7;1
2020-09-15;2021-05-13;2020-09-15;d9ff5f71-1400-11eb-9c76-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;8;1
2020-09-15;2021-06-12;2020-09-15;d9ff5f73-1400-11eb-8449-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;9;1
2020-09-15;2021-07-12;2020-09-15;d9ff5f75-1400-11eb-8087-3cf0113c8263;"=""60119314497631""";1472;Rede;Visa;parcelado;150,72;146,67;4,05;3,0;1,05;10;10;1
2020-08-11;2020-09-10;2020-09-10;d9ff72cb-1400-11eb-ae5e-3cf0113c8263;"=""135565037065001""";2058;Global;Visa;parcelado;621,28;606,43;14,85;10,93;3,92;3;1;0
2020-08-11;2020-10-10;2020-10-10;d9ff72cd-1400-11eb-98c2-3cf0113c8263;"=""135565037065001""";2058;Global;Visa;parcelado;621,28;606,43;14,85;10,93;3,92;3;2;0
2020-08-11;2020-11-09;;d9ff72cf-1400-11eb-b51b-3cf0113c8263;"=""135565037065001""";2058;Global;Visa;parcelado;621,28;606,43;14,85;10,93;3,92;3;3;0
2020-08-09;2020-09-08;2020-09-08;d9ff72d3-1400-11eb-aae7-3cf0113c8263;"=""135101939455836""";1565;Rede;Visa;parcelado;182,88;178,51;4,37;3,22;1,15;6;1;0
2020-08-09;2020-10-08;2020-10-08;d9ff72d5-1400-11eb-883f-3cf0113c8263;"=""135101939455836""";1565;Rede;Visa;parcelado;182,88;178,51;4,37;3,22;1,15;6;2;0
2020-08-09;2020-11-07;;d9ff72d7-1400-11eb-ba39-3cf0113c8263;"=""135101939455836""";1565;Rede;Visa;parcelado;182,88;178,51;4,37;3,22;1,15;6;3;0
2020-08-09;2020-12-07;;d9ff72d9-1400-11eb-b4c8-3cf0113c8263;"=""135101939455836""";1565;Rede;Visa;parcelado;182,88;178,51;4,37;3,22;1,15;6;4;0
2020-08-09;2021-01-06;;d9ff72db-1400-11eb-9688-3cf0113c8263;"=""135101939455836""";1565;Rede;Visa;parcelado;182,88;178,51;4,37;3,22;1,15;6;5;0
2020-08-09;2021-02-05;;d9ff72dd-1400-11eb-9d5d-3cf0113c8263;"=""135101939455836""";1565;Rede;Visa;parcelado;182,88;178,51;4,37;3,22;1,15;6;6;0
2020-10-10;2020-11-09;;d9ff8656-1400-11eb-a436-3cf0113c8263;"=""594049412545044""";8949;Rede;Elo;credito;11,07;10,85;0,22;0,1;0,12;0;1;0
2020-10-07;2020-11-06;;d9ff8658-1400-11eb-8c65-3cf0113c8263;"=""443715703178226""";2030;Global;Elo;credito;622,63;610,24;12,39;5,6;6,79;0;1;0
2020-09-16;2020-09-17;2020-09-17;d9ff865a-1400-11eb-8964-3cf0113c8263;"=""462024445923153""";1471;Global;Mastercard;debito;810,79;802,68;8,11;4,05;4,06;0;1;0
2020-10-18;2020-10-19;2020-10-19;d9ff865c-1400-11eb-8bb4-3cf0113c8263;"=""753644526990144""";7441;Rede;Hiper;debito;479,36;474,57;4,79;2,4;2,39;0;1;0
2020-10-11;2020-10-12;2020-10-12;d9ff99e7-1400-11eb-911f-3cf0113c8263;"=""182784039744195""";4879;Rede;Elo;debito;7,77;7,69;0,08;0,04;0,04;0;1;0
2020-05-09;2020-05-10;2020-05-10;d9ff99e9-1400-11eb-99ed-3cf0113c8263;"=""401522438376710""";2566;Rede;Elo;debito;890,68;881,77;8,91;4,45;4,46;0;1;0
2020-08-16;2020-09-15;2020-09-15;d9ff99eb-1400-11eb-aeab-3cf0113c8263;"=""183319168574610""";5891;Rede;Mastercard;credito;248,14;243,2;4,94;2,23;2,71;0;1;0
2020-09-13;2020-09-14;2020-09-14;d9ff99ed-1400-11eb-b826-3cf0113c8263;"=""503114422935643""";5817;Global;Mastercard;debito;319,57;316,37;3,2;1,6;1,6;0;1;0
2020-08-19;2020-09-18;2020-09-18;d9ffad6a-1400-11eb-8d2d-3cf0113c8263;"=""693857912996644""";6480;Global;Hiper;credito;300,2;294,23;5,97;2,7;3,27;0;1;0
2020-09-30;2020-10-01;2020-10-01;d9ffad6c-1400-11eb-9d43-3cf0113c8263;"=""165684720297471""";6192;Rede;Hiper;debito;727,79;720,51;7,28;3,64;3,64;0;1;0
2020-09-28;2020-10-28;;d9ffc121-1400-11eb-beb4-3cf0113c8263;"=""253545216154964""";1283;Rede;Visa;parcelado;548,08;534,98;13,1;9,65;3,45;3;1;0
2020-09-28;2020-11-27;;d9ffc123-1400-11eb-98f8-3cf0113c8263;"=""253545216154964""";1283;Rede;Visa;parcelado;548,08;534,98;13,1;9,65;3,45;3;2;0
2020-09-28;2020-12-27;;d9ffc125-1400-11eb-8cf1-3cf0113c8263;"=""253545216154964""";1283;Rede;Visa;parcelado;548,08;534,98;13,1;9,65;3,45;3;3;0
2020-06-21;2020-07-21;2020-07-21;d9ffc129-1400-11eb-971c-3cf0113c8263;"=""948838066313862""";2777;Rede;Mastercard;parcelado;895,56;871,47;24,09;17,82;6,27;10;1;0
2020-06-21;2020-08-20;2020-08-20;d9ffc12b-1400-11eb-947c-3cf0113c8263;"=""948838066313862""";2777;Rede;Mastercard;parcelado;895,56;871,47;24,09;17,82;6,27;10;2;0
2020-06-21;2020-09-19;2020-09-19;d9ffc12d-1400-11eb-9e5c-3cf0113c8263;"=""948838066313862""";2777;Rede;Mastercard;parcelado;895,56;871,47;24,09;17,82;6,27;10;3;0
2020-06-21;2020-10-19;2020-10-19;d9ffc12f-1400-11eb-9579-3cf0113c8263;"=""948838066313862""";2777;Rede;Mastercard;parcelado;895,56;871,47;24,09;17,82;6,27;10;4;0
